match_id,tournament,competition,season,team,minute,period,x,y,distance_to_goal,shot_angle_rad,body_part,technique,shot_type,play_pattern,under_pressure,first_time,open_goal,deflected,aerial_won,follows_dribble,score_diff_before_shot,statsbomb_xg,is_goal,n_opponents_in_cone,n_opponents_total,nearest_opponent_dist,gk_dist_to_goal_center,gk_dist_from_shot_line
22983,72_30,Women's World Cup,2019,Spain Women's,82,2,96.5,43.4,23.744683615495912,0.3305904108398291,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.053752,0,1,8,3.2649655434629,1.4317821063276404,0.09644264110158524
22983,72_30,Women's World Cup,2019,Spain Women's,83,2,91.9,35.9,28.39753510430086,0.277089471281245,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.02965763,0,2,9,4.707440918375922,1.2727922061357886,0.7606293969059661
22983,72_30,Women's World Cup,2019,Spain Women's,84,2,112.0,49.7,12.57338458808924,0.4232021033088758,Right Foot,Half Volley,Open Play,Regular Play,False,False,False,False,False,False,0,0.11540245,0,1,9,1.5620499351813275,3.3376638536557244,1.713937870031788
22983,72_30,Women's World Cup,2019,Spain Women's,85,2,106.3,29.3,17.383325343558408,0.36574470777692025,Left Foot,Overhead Kick,Open Play,From Corner,False,True,False,False,False,False,0,0.037568115,0,2,11,1.7464249196572954,1.931320791582795,0.9877281625153852
22983,72_30,Women's World Cup,2019,Spain Women's,90,2,85.2,38.8,34.82068350851258,0.2286146494047807,Right Foot,Normal,Open Play,From Corner,False,True,False,False,False,False,0,0.01588236,0,4,11,0.8062257748298524,1.8248287590894627,0.36185389631766257
3941017,55_282,UEFA Euro,2024,Slovakia,3,1,107.3,35.8,13.376471881628582,0.557578028766695,Right Foot,Volley,Open Play,From Free Kick,False,True,False,False,False,False,0,0.092393875,0,1,9,1.4866068747318464,2.8600699292150176,0.8918644696128809
3941017,55_282,UEFA Euro,2024,Slovakia,7,1,101.0,34.2,19.865548066942427,0.38174431567532724,Right Foot,Normal,Open Play,From Free Kick,False,False,False,False,False,False,0,0.053368397,0,2,8,1.5000000000000058,2.5,0.8507190409773966
3941017,55_282,UEFA Euro,2024,England,8,1,102.8,29.9,19.946177578674067,0.34586620724945305,Right Foot,Normal,Open Play,From Goal Kick,True,True,False,False,False,False,0,0.08902558,0,1,9,3.67695526217004,2.6925824035672488,0.042614681266508005
3941017,55_282,UEFA Euro,2024,Slovakia,11,1,107.1,32.1,15.126797413861274,0.4515084276849173,Right Foot,Normal,Open Play,From Goal Kick,False,False,False,False,False,False,0,0.079396516,0,2,6,1.315294643796586,4.601086828130941,0.8679960232671371
3941017,55_282,UEFA Euro,2024,England,22,1,111.7,46.4,10.480935072788112,0.6157497944245254,Head,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.051736627,0,2,10,1.5000000000000013,1.8439088914585782,0.3759206571395629
3941017,55_282,UEFA Euro,2024,England,23,1,97.3,46.8,23.69662423215594,0.3213490562249574,Right Foot,Volley,Open Play,From Corner,False,True,False,False,False,False,0,0.030446114,0,3,11,6.168468205316453,1.2999999999999972,0.37304891673154045
3941017,55_282,UEFA Euro,2024,Slovakia,24,1,113.3,44.7,8.184130986244053,0.8104455154158684,Right Foot,Normal,Open Play,From Goal Kick,True,False,False,False,False,False,0,0.52801526,1,1,6,1.513274595042156,4.7634021455258235,0.3311286200765767
